n,algorithm,scenario,k,p,q,var,sep.means,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,5,748.157917022705,0.075,479.98445373427
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,6,5.84388613700867,0.34,170.760792932475
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,6,39.0985908508301,0.285,484.179832262092
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,6,5.85725498199463,0.00666666666666667,171.154243486948
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,6,40.5960531234741,0.0325,481.71210109603
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,6,31.6000809669495,0.366666666666667,169.241686410201
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,6,192.878322124481,0.1375,483.446055948042
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,6,6.18346381187439,0.34,170.760792932475
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,6,40.0516350269318,0.285,484.179832262092
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,6,6.41235995292664,0.00666666666666667,171.154243486948
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,6,39.6072399616241,0.0325,481.71210109603
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,6,30.5673019886017,0.366666666666667,169.241686410201
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,6,193.53656411171,0.1375,483.446055948042
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,6,24.8770208358765,0.426666666666667,170.164554908591
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,6,158.655537128448,0.1375,483.446055948042
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,6,25.1433289051056,0.0333333333333333,171.21255011808
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,6,155.980479001999,0.055,481.924460939249
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,6,121.174226999283,0.38,169.109639560658
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,6,759.946878910065,0.0825,482.554278369139
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,6,24.6557769775391,0.426666666666667,170.164554908591
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,6,155.44150185585,0.1375,483.446055948042
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,6,25.4879460334778,0.0333333333333333,171.21255011808
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,6,157.058967113495,0.055,481.924460939249
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,6,121.590276956558,0.38,169.109639560658
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,6,752.778600931168,0.0825,482.554278369139
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,6,6.17051911354065,0.34,170.760792932475
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,6,40.0504841804504,0.285,484.179832262092
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,6,6.51061105728149,0.00666666666666667,171.154243486948
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,6,39.1021180152893,0.0325,481.71210109603
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,6,30.9722239971161,0.366666666666667,169.241686410201
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,6,192.570021867752,0.1375,483.446055948042
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,6,5.98052191734314,0.34,170.760792932475
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,6,38.8001110553741,0.285,484.179832262092
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,6,6.11266803741455,0.00666666666666667,171.154243486948
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,6,38.8357241153717,0.0325,481.71210109603
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,6,30.6027231216431,0.366666666666667,169.241686410201
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,6,190.571801900864,0.1375,483.446055948042
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,6,23.102746963501,0.426666666666667,170.164554908591
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,6,137.805672168732,0.1375,483.446055948042
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,6,16.4794518947601,0.0333333333333333,171.21255011808
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,6,120.218764066696,0.055,481.924460939249
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,6,75.9857151508331,0.38,169.109639560658
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,6,447.369996070862,0.0825,482.554278369139
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,6,23.2828118801117,0.426666666666667,170.164554908591
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,6,152.907912969589,0.1375,483.446055948042
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,6,25.2978599071503,0.0333333333333333,171.21255011808
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,6,160.377971172333,0.055,481.924460939249
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,6,122.860404968262,0.38,169.109639560658
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,6,760.571813106537,0.0825,482.554278369139
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,7,5.90123510360718,0.406666666666667,167.764751451418
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,7,36.3842880725861,0.185,481.533950415065
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,7,6.08675813674927,0.0666666666666667,169.008026615062
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,7,36.3773889541626,0.045,479.885287583519
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,7,29.4242861270905,0.406666666666667,167.764751451418
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,7,187.839572906494,0.07,480.22048701039
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,7,6.05382800102234,0.406666666666667,167.764751451418
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,7,37.5711748600006,0.185,481.533950415065
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,7,5.70374703407288,0.0666666666666667,169.008026615062
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,7,36.8111789226532,0.045,479.885287583519
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,7,29.4122550487518,0.406666666666667,167.764751451418
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,7,191.119251966476,0.07,480.22048701039
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,7,23.7246201038361,0.406666666666667,167.764751451418
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,7,147.593831062317,0.07,480.22048701039
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,7,24.4411919116974,0.0533333333333333,168.794026176181
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,7,149.496538162231,0.0825,480.063015608394
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,7,121.01593208313,0.393333333333333,167.610126203194
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,7,751.548794984818,0.07,480.22048701039
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,7,25.14129114151,0.406666666666667,167.764751451418
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,7,147.655100822449,0.07,480.22048701039
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,7,24.1714179515839,0.0533333333333333,168.794026176181
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,7,148.82032084465,0.0825,480.063015608394
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,7,118.609853029251,0.393333333333333,167.610126203194
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,7,759.270599842072,0.07,480.22048701039
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,7,6.2258620262146,0.406666666666667,167.764751451418
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,7,36.34641289711,0.185,481.533950415065
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,7,6.22738099098206,0.0666666666666667,169.008026615062
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,7,36.9472990036011,0.045,479.885287583519
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,7,31.0521078109741,0.406666666666667,167.764751451418
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,7,189.642374038696,0.07,480.22048701039
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,7,5.79700493812561,0.406666666666667,167.764751451418
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,7,36.6445150375366,0.185,481.533950415065
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,7,5.70675802230835,0.0666666666666667,169.008026615062
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,7,37.0482151508331,0.045,479.885287583519
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,7,29.572732925415,0.406666666666667,167.764751451418
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,7,188.548928976059,0.07,480.22048701039
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,7,24.7110059261322,0.406666666666667,167.764751451418
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,7,148.963746070862,0.07,480.22048701039
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,7,24.8989541530609,0.0533333333333333,168.794026176181
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,7,150.33903002739,0.0825,480.063015608394
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,7,120.057666063309,0.393333333333333,167.610126203194
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,7,762.641820907593,0.07,480.22048701039
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,7,24.3065149784088,0.406666666666667,167.764751451418
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,7,150.36936211586,0.07,480.22048701039
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,7,24.986221075058,0.0533333333333333,168.794026176181
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,7,141.9406478405,0.0825,480.063015608394
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,7,96.9323348999023,0.393333333333333,167.610126203194
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,7,486.181366920471,0.07,480.22048701039
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,8,3.49665284156799,0.453333333333333,169.82472121937
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,8,21.6524589061737,0.335,481.264504859484
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,8,3.32360506057739,0.0866666666666667,170.295665897754
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,8,34.7626349925995,0.035,480.722427846972
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,8,28.8354489803314,0.44,168.948948766255
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,8,185.656170845032,0.335,481.264504859484
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,8,5.77261281013489,0.453333333333333,169.82472121937
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,8,36.5658781528473,0.335,481.264504859484
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,8,6.11520099639893,0.0866666666666667,170.295665897754
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,8,37.1322832107544,0.035,480.722427846972
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,8,30.60577917099,0.44,168.948948766255
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,8,183.85210108757,0.335,481.264504859484
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,8,22.6983740329742,0.44,168.948948766255
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,8,145.885622024536,0.335,481.264504859484
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,8,22.9322588443756,0.1,170.375967890666
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,8,147.347316980362,0.0375,481.099451627953
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,8,118.045699119568,0.366666666666667,168.766509549315
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,8,730.14829492569,0.335,481.264504859484
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,8,23.0708498954773,0.44,168.948948766255
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,8,146.416667222977,0.335,481.264504859484
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,8,22.8289699554443,0.1,170.375967890666
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,8,148.773717880249,0.0375,481.099451627953
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,8,115.365706920624,0.366666666666667,168.766509549315
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,8,732.158591985703,0.335,481.264504859484
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,8,5.8573579788208,0.453333333333333,169.82472121937
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,8,36.086156129837,0.335,481.264504859484
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,8,6.08624696731567,0.0866666666666667,170.295665897754
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,8,35.5624470710754,0.035,480.722427846972
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,8,29.1049029827118,0.44,168.948948766255
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,8,182.882300853729,0.335,481.264504859484
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,8,5.86482977867126,0.453333333333333,169.82472121937
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,8,35.88782787323,0.335,481.264504859484
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,8,6.13460993766785,0.0866666666666667,170.295665897754
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,8,35.7724571228027,0.035,480.722427846972
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,8,28.6080269813538,0.44,168.948948766255
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,8,184.16765499115,0.335,481.264504859484
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,8,23.4687700271606,0.44,168.948948766255
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,8,147.931893110275,0.335,481.264504859484
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,8,24.3582208156586,0.1,170.375967890666
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,8,149.123636007309,0.0375,481.099451627953
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,8,114.946214914322,0.366666666666667,168.766509549315
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,8,736.969420909882,0.335,481.264504859484
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,8,23.4409120082855,0.44,168.948948766255
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,8,147.13349199295,0.335,481.264504859484
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,8,23.8398718833923,0.1,170.375967890666
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,8,149.246519088745,0.0375,481.099451627953
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,8,116.957453012466,0.366666666666667,168.766509549315
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,8,739.810205936432,0.335,481.264504859484
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,9,6.51557612419128,0.446666666666667,168.722718871885
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,9,38.4108488559723,0.205,483.134847494355
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,9,6.8058009147644,0.0333333333333333,169.376319575529
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,9,39.428652048111,0.06,481.2240629552
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,9,31.5851418972015,0.36,167.216849176605
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,9,195.536875963211,0.105,482.298482684741
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,9,6.46126699447632,0.446666666666667,168.722718871885
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,9,39.1987991333008,0.205,483.134847494355
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,9,6.42532515525818,0.0333333333333333,169.376319575529
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,9,38.9963390827179,0.06,481.2240629552
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,9,31.7980420589447,0.36,167.216849176605
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,9,191.217033147812,0.105,482.298482684741
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,9,25.8858599662781,0.486666666666667,167.879363681697
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,9,154.43085193634,0.105,482.298482684741
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,9,25.8356199264526,0.08,169.439230438011
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,9,155.064385890961,0.0725,481.269971731418
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,9,125.500126838684,0.36,167.216849176605
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,9,772.842885971069,0.385,482.20917910668
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,9,24.9408931732178,0.486666666666667,167.879363681697
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,9,158.123046159744,0.105,482.298482684741
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,9,25.6064319610596,0.08,169.439230438011
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,9,156.473890066147,0.0725,481.269971731418
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,9,128.589803934097,0.36,167.216849176605
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,9,775.49841594696,0.385,482.20917910668
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,9,6.31211996078491,0.446666666666667,168.722718871885
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,9,37.345703125,0.205,483.134847494355
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,9,6.57794594764709,0.0333333333333333,169.376319575529
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,9,38.7584841251373,0.06,481.2240629552
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,9,32.1171319484711,0.36,167.216849176605
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,9,196.525717020035,0.105,482.298482684741
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,9,6.25284504890442,0.446666666666667,168.722718871885
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,9,37.9231860637665,0.205,483.134847494355
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,9,6.5395131111145,0.0333333333333333,169.376319575529
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,9,37.9147148132324,0.06,481.2240629552
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,9,31.8956408500671,0.36,167.216849176605
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,9,193.558068990707,0.105,482.298482684741
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,9,26.068391084671,0.486666666666667,167.879363681697
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,9,154.252531051636,0.105,482.298482684741
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,9,24.7085039615631,0.08,169.439230438011
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,9,157.401356935501,0.0725,481.269971731418
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,9,125.350677967072,0.36,167.216849176605
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,9,766.658524990082,0.385,482.20917910668
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,9,25.7815229892731,0.486666666666667,167.879363681697
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,9,155.694576025009,0.105,482.298482684741
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,9,26.0469632148743,0.08,169.439230438011
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,9,155.639271974564,0.0725,481.269971731418
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,9,127.147491931915,0.36,167.216849176605
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,9,765.870049953461,0.385,482.20917910668
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,10,6.07076621055603,0.426666666666667,168.84565245094
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,10,39.3683218955994,0.2375,482.06512065472
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,10,6.2448251247406,0.04,169.239495019713
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,10,38.5983428955078,0.0325,480.223313320713
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,10,30.1304857730865,0.34,168.303234847652
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,10,191.672705888748,0.155,481.765721433217
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,10,6.17747902870178,0.426666666666667,168.84565245094
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,10,38.7410118579865,0.2375,482.06512065472
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,10,6.15753412246704,0.04,169.239495019713
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,10,39.509015083313,0.0325,480.223313320713
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,10,29.9928708076477,0.34,168.303234847652
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,10,187.893347024918,0.155,481.765721433217
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,10,22.3927030563354,0.426666666666667,168.84565245094
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,10,121.092875957489,0.1525,481.813834342189
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,10,20.5703959465027,0.0466666666666667,169.284444977284
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,10,108.034738063812,0.0475,480.180231825656
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,10,72.7679569721222,0.373333333333333,168.20694374478
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,10,457.811463117599,0.3625,480.687692382096
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,10,13.4331080913544,0.426666666666667,168.84565245094
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,10,87.1799471378326,0.1525,481.813834342189
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,10,23.790454864502,0.0466666666666667,169.284444977284
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,10,158.34685587883,0.0475,480.180231825656
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,10,119.04834985733,0.373333333333333,168.20694374478
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,10,781.226145982742,0.3625,480.687692382096
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,10,6.14955520629883,0.426666666666667,168.84565245094
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,10,39.1214380264282,0.2375,482.06512065472
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,10,6.47669291496277,0.04,169.239495019713
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,10,39.8682761192322,0.0325,480.223313320713
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,10,30.4495751857758,0.34,168.303234847652
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,10,193.718909978867,0.155,481.765721433217
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,10,6.33258581161499,0.426666666666667,168.84565245094
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,10,39.0825529098511,0.2375,482.06512065472
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,10,6.27075409889221,0.04,169.239495019713
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,10,39.9168748855591,0.0325,480.223313320713
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,10,30.7587728500366,0.34,168.303234847652
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,10,196.945223093033,0.155,481.765721433217
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,10,24.6591391563416,0.426666666666667,168.84565245094
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,10,156.201010942459,0.1525,481.813834342189
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,10,24.6875059604645,0.0466666666666667,169.284444977284
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,10,155.468327045441,0.0475,480.180231825656
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,10,120.1589179039,0.373333333333333,168.20694374478
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,10,781.856854915619,0.3625,480.687692382096
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,10,24.6197099685669,0.426666666666667,168.84565245094
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,10,152.513095855713,0.1525,481.813834342189
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,10,24.7274279594421,0.0466666666666667,169.284444977284
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,10,152.296310901642,0.0475,480.180231825656
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,10,118.703819990158,0.373333333333333,168.20694374478
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,10,775.667097806931,0.3625,480.687692382096
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,11,5.81994605064392,0.433333333333333,168.32420321002
