n,algorithm,scenario,k,p,q,var,sep.means,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,16,5.40109920501709,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,16,35.8068730831146,0.14,479.895439188739
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,16,6.04035401344299,0.0133333333333333,168.556035694076
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,16,36.5943329334259,0.035,478.184222986059
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,16,29.198478937149,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,16,184.655115842819,0.345,479.47405898825
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,16,5.65342283248901,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,16,35.6652088165283,0.14,479.895439188739
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,16,5.92866110801697,0.0133333333333333,168.556035694076
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,16,36.623929977417,0.035,478.184222986059
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,16,29.3281021118164,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,16,188.109532117844,0.345,479.47405898825
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,16,22.7750370502472,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,16,138.563793897629,0.345,479.47405898825
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,16,22.7801551818848,0.0133333333333333,168.574513889993
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,16,146.78427195549,0.0325,478.203795799443
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,16,117.252064943314,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,16,725.242256164551,0.355,478.859670131112
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,16,23.0329029560089,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,16,146.893877029419,0.345,479.47405898825
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,16,24.3363690376282,0.0133333333333333,168.574513889993
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,16,151.104291915894,0.0325,478.203795799443
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,16,115.21514081955,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,16,729.031074047089,0.355,478.859670131112
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,16,5.71224594116211,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,16,35.3241240978241,0.14,479.895439188739
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,16,5.87229681015015,0.0133333333333333,168.556035694076
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,16,36.1269559860229,0.035,478.184222986059
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,16,29.3812890052795,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,16,185.327789068222,0.345,479.47405898825
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,16,5.48783588409424,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,16,35.6532480716705,0.14,479.895439188739
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,16,6.09620499610901,0.0133333333333333,168.556035694076
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,16,35.3015961647034,0.035,478.184222986059
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,16,29.2618079185486,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,16,184.965918064117,0.345,479.47405898825
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,16,22.9257550239563,0.34,166.979844527473
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,16,147.697989940643,0.345,479.47405898825
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,16,22.8529539108276,0.0133333333333333,168.574513889993
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,16,147.972873926163,0.0325,478.203795799443
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,16,118.668489933014,0.34,166.979844527473
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,16,727.792976856232,0.355,478.859670131112
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,16,23.2204601764679,0.34,166.979844527473
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,16,146.888659954071,0.345,479.47405898825
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,16,23.6443409919739,0.0133333333333333,168.574513889993
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,16,148.995712041855,0.0325,478.203795799443
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,16,117.354032039642,0.34,166.979844527473
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,16,730.618817090988,0.355,478.859670131112
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,17,5.90092515945435,0.353333333333333,169.922529122205
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,17,35.8043320178986,0.3075,483.119060422631
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,17,5.91669082641602,0.0266666666666667,169.546201706028
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,17,35.8667149543762,0.0875,481.783929617654
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,17,29.7689340114594,0.433333333333333,169.080504177474
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,17,185.336462974548,0.3225,482.080148172473
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,17,5.78404092788696,0.353333333333333,169.922529122205
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,17,35.4756829738617,0.3075,483.119060422631
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,17,5.82296991348267,0.0266666666666667,169.546201706028
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,17,35.7752389907837,0.0875,481.783929617654
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,17,30.4147942066193,0.433333333333333,169.080504177474
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,17,186.26685500145,0.3225,482.080148172473
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,17,23.588968038559,0.393333333333333,169.133451661162
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,17,146.044855117798,0.11,482.588048309566
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,17,23.9893970489502,0.0533333333333333,169.794006700215
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,17,149.458754062653,0.015,480.941933327533
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,17,119.310983896255,0.346666666666667,168.456997602244
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,17,588.209906101227,0.3225,482.080148172473
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,17,14.6064460277557,0.393333333333333,169.133451661162
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,17,90.7469758987427,0.11,482.588048309566
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,17,13.9561958312988,0.0533333333333333,169.794006700215
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,17,89.9010469913483,0.015,480.941933327533
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,17,70.1014301776886,0.346666666666667,168.456997602244
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,17,753.227681875229,0.3225,482.080148172473
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,17,5.56512999534607,0.353333333333333,169.922529122205
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,17,35.5036609172821,0.3075,483.119060422631
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,17,5.93267798423767,0.0266666666666667,169.546201706028
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,17,35.5754270553589,0.0875,481.783929617654
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,17,30.5753109455109,0.433333333333333,169.080504177474
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,17,186.798978090286,0.3225,482.080148172473
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,17,5.86184597015381,0.353333333333333,169.922529122205
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,17,35.4777319431305,0.3075,483.119060422631
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,17,6.05381107330322,0.0266666666666667,169.546201706028
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,17,35.8848249912262,0.0875,481.783929617654
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,17,30.1774208545685,0.433333333333333,169.080504177474
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,17,185.358807086945,0.3225,482.080148172473
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,17,23.065761089325,0.393333333333333,169.133451661162
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,17,148.916601896286,0.11,482.588048309566
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,17,24.2536971569061,0.0533333333333333,169.794006700215
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,17,148.155539035797,0.015,480.941933327533
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,17,119.59196305275,0.346666666666667,168.456997602244
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,17,749.661311864853,0.3225,482.080148172473
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,17,23.9713869094849,0.393333333333333,169.133451661162
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,17,146.162531137466,0.11,482.588048309566
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,17,24.1788959503174,0.0533333333333333,169.794006700215
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,17,150.094054937363,0.015,480.941933327533
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,17,120.223997116089,0.346666666666667,168.456997602244
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,17,744.439352989197,0.3225,482.080148172473
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,18,5.98051595687866,0.233333333333333,170.076660208134
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,18,36.2556359767914,0.33,481.049015523146
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,18,5.70624804496765,0.0133333333333333,170.237540498402
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,18,37.5701169967651,0.02,480.50891545591
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,18,29.384829044342,0.38,168.673850602591
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,18,180.919677019119,0.33,481.049015523146
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,18,5.9770359992981,0.233333333333333,170.076660208134
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,18,36.6156659126282,0.33,481.049015523146
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,18,5.58357810974121,0.0133333333333333,170.237540498402
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,18,37.3068661689758,0.02,480.50891545591
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,18,29.3436150550842,0.38,168.673850602591
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,18,183.325994968414,0.33,481.049015523146
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,18,23.5984950065613,0.38,168.673850602591
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,18,145.295460224152,0.33,481.049015523146
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,18,23.3107299804688,0.0333333333333333,169.975000354591
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,18,148.520995140076,0.0225,480.50551897347
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,18,119.597574949265,0.333333333333333,168.262617554393
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,18,727.895662069321,0.33,481.049015523146
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,18,23.4977698326111,0.38,168.673850602591
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,18,144.79061293602,0.33,481.049015523146
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,18,23.9090960025787,0.0333333333333333,169.975000354591
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,18,148.554239988327,0.0225,480.50551897347
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,18,117.566372871399,0.333333333333333,168.262617554393
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,18,666.701904058456,0.33,481.049015523146
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,18,4.68249702453613,0.233333333333333,170.076660208134
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,18,25.6198949813843,0.33,481.049015523146
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,18,3.70010495185852,0.0133333333333333,170.237540498402
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,18,23.9878289699554,0.02,480.50891545591
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,18,18.3459618091583,0.38,168.673850602591
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,18,114.175326108932,0.33,481.049015523146
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,18,3.46672892570496,0.233333333333333,170.076660208134
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,18,35.1715378761292,0.33,481.049015523146
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,18,5.5337131023407,0.0133333333333333,170.237540498402
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,18,37.1691598892212,0.02,480.50891545591
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,18,29.5221300125122,0.38,168.673850602591
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,18,182.950533151627,0.33,481.049015523146
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,18,22.8629310131073,0.38,168.673850602591
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,18,144.101214885712,0.33,481.049015523146
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,18,23.5570411682129,0.0333333333333333,169.975000354591
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,18,146.248867988586,0.0225,480.50551897347
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,18,116.818401813507,0.333333333333333,168.262617554393
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,18,733.898989200592,0.33,481.049015523146
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,18,24.0611698627472,0.38,168.673850602591
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,18,147.668859958649,0.33,481.049015523146
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,18,23.8432562351227,0.0333333333333333,169.975000354591
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,18,146.442844152451,0.0225,480.50551897347
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,18,117.151257991791,0.333333333333333,168.262617554393
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,18,728.345394134521,0.33,481.049015523146
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,19,6.0358829498291,0.433333333333333,169.035576624855
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,19,38.224808216095,0.2925,483.650049391564
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,19,6.39545893669128,0.113333333333333,169.227542151569
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,19,39.3288960456848,0.0775,482.040291397249
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,19,30.1439580917358,0.433333333333333,167.710152546691
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,19,188.506012201309,0.195,482.94845288803
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,19,6.01292109489441,0.433333333333333,169.035576624855
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,19,37.5722651481628,0.2925,483.650049391564
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,19,6.32060503959656,0.113333333333333,169.227542151569
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,19,38.3765289783478,0.0775,482.040291397249
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,19,30.9233551025391,0.433333333333333,167.710152546691
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,19,190.151590108871,0.195,482.94845288803
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,19,25.0017139911652,0.413333333333333,168.815051464241
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,19,153.068450927734,0.195,482.94845288803
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,19,24.8870408535004,0.0533333333333333,168.909560885596
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,19,156.55491900444,0.05,481.969387234411
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,19,125.054303884506,0.386666666666667,167.651294172299
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,19,766.199733972549,0.345,481.330546847321
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,19,24.6478002071381,0.413333333333333,168.815051464241
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,19,152.808543920517,0.195,482.94845288803
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,19,26.2304508686066,0.0533333333333333,168.909560885596
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,19,157.185140132904,0.05,481.969387234411
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,19,123.153099060059,0.386666666666667,167.651294172299
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,19,763.362343788147,0.345,481.330546847321
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,19,6.33904790878296,0.433333333333333,169.035576624855
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,19,38.7759919166565,0.2925,483.650049391564
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,19,6.30116391181946,0.113333333333333,169.227542151569
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,19,39.2097070217133,0.0775,482.040291397249
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,19,30.3419110774994,0.433333333333333,167.710152546691
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,19,190.62174987793,0.195,482.94845288803
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,19,6.63376903533936,0.433333333333333,169.035576624855
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,19,38.8813989162445,0.2925,483.650049391564
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,19,6.36099100112915,0.113333333333333,169.227542151569
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,19,38.8487050533295,0.0775,482.040291397249
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,19,30.8959538936615,0.433333333333333,167.710152546691
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,19,188.02060008049,0.195,482.94845288803
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,19,24.3883450031281,0.413333333333333,168.815051464241
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,19,131.405746936798,0.195,482.94845288803
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,19,17.3810551166534,0.0533333333333333,168.909560885596
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,19,112.434560060501,0.05,481.969387234411
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,19,122.055391788483,0.386666666666667,167.651294172299
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,19,767.288352012634,0.345,481.330546847321
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,19,24.9229061603546,0.413333333333333,168.815051464241
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,19,154.336369037628,0.195,482.94845288803
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,19,24.7395720481873,0.0533333333333333,168.909560885596
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,19,154.131371974945,0.05,481.969387234411
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,19,126.560338973999,0.386666666666667,167.651294172299
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,19,765.909607887268,0.345,481.330546847321
150,1,1,3,200,5,0.01,0,100,20,20,5,1,1,20,6.20042300224304,0.366666666666667,166.497791888657
400,1,1,3,200,5,0.01,0,100,20,20,5,1,1,20,41.0742080211639,0.2125,480.200663332621
150,2,1,3,200,5,0.01,0,100,20,20,5,1,1,20,6.81577301025391,0.0266666666666667,168.136524214112
400,2,1,3,200,5,0.01,0,100,20,20,5,1,1,20,41.1949520111084,0.0475,478.127539080776
150,3,1,3,200,5,0.01,0,100,20,20,5,1,1,20,30.5084800720215,0.366666666666667,166.497791888657
400,3,1,3,200,5,0.01,0,100,20,20,5,1,1,20,193.660820960999,0.335,479.905352876983
150,1,2,3,200,5,0.01,0,100,20,20,5,1,1,20,6.14208221435547,0.366666666666667,166.497791888657
400,1,2,3,200,5,0.01,0,100,20,20,5,1,1,20,40.0419979095459,0.2125,480.200663332621
150,2,2,3,200,5,0.01,0,100,20,20,5,1,1,20,6.60186696052551,0.0266666666666667,168.136524214112
400,2,2,3,200,5,0.01,0,100,20,20,5,1,1,20,40.0395061969757,0.0475,478.127539080776
150,3,2,3,200,5,0.01,0,100,20,20,5,1,1,20,30.2939839363098,0.366666666666667,166.497791888657
400,3,2,3,200,5,0.01,0,100,20,20,5,1,1,20,190.363955974579,0.335,479.905352876983
150,1,1,3,200,5,0.01,0,400,20,20,5,1,1,20,23.8966808319092,0.366666666666667,166.497791888657
400,1,1,3,200,5,0.01,0,400,20,20,5,1,1,20,156.496472120285,0.335,479.905352876983
150,2,1,3,200,5,0.01,0,400,20,20,5,1,1,20,25.2520458698273,0.06,168.142606354695
400,2,1,3,200,5,0.01,0,400,20,20,5,1,1,20,160.144869804382,0.045,477.995529879514
150,3,1,3,200,5,0.01,0,400,20,20,5,1,1,20,120.472665071487,0.366666666666667,166.497791888657
400,3,1,3,200,5,0.01,0,400,20,20,5,1,1,20,773.040106058121,0.1,479.396086695386
150,1,2,3,200,5,0.01,0,400,20,20,5,1,1,20,24.8302338123322,0.366666666666667,166.497791888657
400,1,2,3,200,5,0.01,0,400,20,20,5,1,1,20,157.528649091721,0.335,479.905352876983
150,2,2,3,200,5,0.01,0,400,20,20,5,1,1,20,24.1437299251556,0.06,168.142606354695
400,2,2,3,200,5,0.01,0,400,20,20,5,1,1,20,156.501489162445,0.045,477.995529879514
150,3,2,3,200,5,0.01,0,400,20,20,5,1,1,20,121.06157708168,0.366666666666667,166.497791888657
400,3,2,3,200,5,0.01,0,400,20,20,5,1,1,20,773.9915599823,0.1,479.396086695386
150,1,1,3,200,5,0.01,0,100,20,20,5,1,2,20,6.45377588272095,0.366666666666667,166.497791888657
400,1,1,3,200,5,0.01,0,100,20,20,5,1,2,20,40.2041230201721,0.2125,480.200663332621
150,2,1,3,200,5,0.01,0,100,20,20,5,1,2,20,6.12216019630432,0.0266666666666667,168.136524214112
400,2,1,3,200,5,0.01,0,100,20,20,5,1,2,20,41.1629858016968,0.0475,478.127539080776
150,3,1,3,200,5,0.01,0,100,20,20,5,1,2,20,31.0046629905701,0.366666666666667,166.497791888657
400,3,1,3,200,5,0.01,0,100,20,20,5,1,2,20,194.2654941082,0.335,479.905352876983
150,1,2,3,200,5,0.01,0,100,20,20,5,1,2,20,6.38842415809631,0.366666666666667,166.497791888657
400,1,2,3,200,5,0.01,0,100,20,20,5,1,2,20,40.8712868690491,0.2125,480.200663332621
150,2,2,3,200,5,0.01,0,100,20,20,5,1,2,20,6.32109880447388,0.0266666666666667,168.136524214112
400,2,2,3,200,5,0.01,0,100,20,20,5,1,2,20,40.2893450260162,0.0475,478.127539080776
150,3,2,3,200,5,0.01,0,100,20,20,5,1,2,20,29.9006149768829,0.366666666666667,166.497791888657
400,3,2,3,200,5,0.01,0,100,20,20,5,1,2,20,192.475879192352,0.335,479.905352876983
150,1,1,3,200,5,0.01,0,400,20,20,5,1,2,20,24.433219909668,0.366666666666667,166.497791888657
400,1,1,3,200,5,0.01,0,400,20,20,5,1,2,20,156.841971874237,0.335,479.905352876983
150,2,1,3,200,5,0.01,0,400,20,20,5,1,2,20,25.0274181365967,0.06,168.142606354695
400,2,1,3,200,5,0.01,0,400,20,20,5,1,2,20,156.123916149139,0.045,477.995529879514
150,3,1,3,200,5,0.01,0,400,20,20,5,1,2,20,117.241640090942,0.366666666666667,166.497791888657
400,3,1,3,200,5,0.01,0,400,20,20,5,1,2,20,544.402436971664,0.1,479.396086695386
150,1,2,3,200,5,0.01,0,400,20,20,5,1,2,20,14.4813158512115,0.366666666666667,166.497791888657
400,1,2,3,200,5,0.01,0,400,20,20,5,1,2,20,93.7297778129578,0.335,479.905352876983
150,2,2,3,200,5,0.01,0,400,20,20,5,1,2,20,14.5128009319305,0.06,168.142606354695
400,2,2,3,200,5,0.01,0,400,20,20,5,1,2,20,88.4997651576996,0.045,477.995529879514
150,3,2,3,200,5,0.01,0,400,20,20,5,1,2,20,65.3656949996948,0.366666666666667,166.497791888657
400,3,2,3,200,5,0.01,0,400,20,20,5,1,2,20,427.820824146271,0.1,479.396086695386
